From,To
MMD (Yu Li-Hung (游立宏)),Karsa (Hung Hau-Hsuan (洪浩軒))
MMD (Yu Li-Hung (游立宏)),Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠))
MMD (Yu Li-Hung (游立宏)),NL (Hsiung Wen-An (熊汶銨))
MMD (Yu Li-Hung (游立宏)),SwordArt (Hu Shuo-Chieh (胡碩傑))
MMD (Yu Li-Hung (游立宏)),Fluidwind (Shih Yi-Hao (史益豪))
Karsa (Hung Hau-Hsuan (洪浩軒)),Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠))
Karsa (Hung Hau-Hsuan (洪浩軒)),NL (Hsiung Wen-An (熊汶銨))
Karsa (Hung Hau-Hsuan (洪浩軒)),SwordArt (Hu Shuo-Chieh (胡碩傑))
Karsa (Hung Hau-Hsuan (洪浩軒)),Fluidwind (Shih Yi-Hao (史益豪))
Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠)),NL (Hsiung Wen-An (熊汶銨))
Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠)),SwordArt (Hu Shuo-Chieh (胡碩傑))
Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠)),Fluidwind (Shih Yi-Hao (史益豪))
NL (Hsiung Wen-An (熊汶銨)),SwordArt (Hu Shuo-Chieh (胡碩傑))
NL (Hsiung Wen-An (熊汶銨)),Fluidwind (Shih Yi-Hao (史益豪))
SwordArt (Hu Shuo-Chieh (胡碩傑)),Fluidwind (Shih Yi-Hao (史益豪))
Kikis (Mateusz Szkudlarek),Trick (Kim Gang-yun (김강윤))
Kikis (Mateusz Szkudlarek),Perkz (Luka Perković)
Kikis (Mateusz Szkudlarek),Emperor (Kim Jin-hyun) (Kim Jin-hyun (김진현))
Kikis (Mateusz Szkudlarek),Hybrid (Glenn Doornenbal) (Glenn Doornenbal)
Kikis (Mateusz Szkudlarek),YoungBuck (Joey Steltenpool)
Trick (Kim Gang-yun (김강윤)),Perkz (Luka Perković)
Trick (Kim Gang-yun (김강윤)),Emperor (Kim Jin-hyun) (Kim Jin-hyun (김진현))
Trick (Kim Gang-yun (김강윤)),Hybrid (Glenn Doornenbal) (Glenn Doornenbal)
Trick (Kim Gang-yun (김강윤)),YoungBuck (Joey Steltenpool)
Perkz (Luka Perković),Emperor (Kim Jin-hyun) (Kim Jin-hyun (김진현))
Perkz (Luka Perković),Hybrid (Glenn Doornenbal) (Glenn Doornenbal)
Perkz (Luka Perković),YoungBuck (Joey Steltenpool)
Emperor (Kim Jin-hyun) (Kim Jin-hyun (김진현)),Hybrid (Glenn Doornenbal) (Glenn Doornenbal)
Emperor (Kim Jin-hyun) (Kim Jin-hyun (김진현)),YoungBuck (Joey Steltenpool)
Hybrid (Glenn Doornenbal) (Glenn Doornenbal),YoungBuck (Joey Steltenpool)
Looper (Jang Hyeong-seok (장형석)),mlxg (Liu Shi-Yu (刘世宇))
Looper (Jang Hyeong-seok (장형석)),xiaohu (Li Yuan-Hao (李元浩))
Looper (Jang Hyeong-seok (장형석)),Wuxx (Wang Cheng (王城))
Looper (Jang Hyeong-seok (장형석)),Mata (Cho Se-hyoung (조세형))
Looper (Jang Hyeong-seok (장형석)),Fly (Kim Sang-chul) (Kim Sang-chul (김상철))
mlxg (Liu Shi-Yu (刘世宇)),xiaohu (Li Yuan-Hao (李元浩))
mlxg (Liu Shi-Yu (刘世宇)),Wuxx (Wang Cheng (王城))
mlxg (Liu Shi-Yu (刘世宇)),Mata (Cho Se-hyoung (조세형))
mlxg (Liu Shi-Yu (刘世宇)),Fly (Kim Sang-chul) (Kim Sang-chul (김상철))
xiaohu (Li Yuan-Hao (李元浩)),Wuxx (Wang Cheng (王城))
xiaohu (Li Yuan-Hao (李元浩)),Mata (Cho Se-hyoung (조세형))
xiaohu (Li Yuan-Hao (李元浩)),Fly (Kim Sang-chul) (Kim Sang-chul (김상철))
Wuxx (Wang Cheng (王城)),Mata (Cho Se-hyoung (조세형))
Wuxx (Wang Cheng (王城)),Fly (Kim Sang-chul) (Kim Sang-chul (김상철))
Mata (Cho Se-hyoung (조세형)),Fly (Kim Sang-chul) (Kim Sang-chul (김상철))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Blank (Kang Sun-gu (강선구))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Faker (Lee Sang-hyeok (이상혁))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Bang (Bae Jun-sik (배준식))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),kkOma (Kim Jeong-gyun (김정균))
Blank (Kang Sun-gu (강선구)),Faker (Lee Sang-hyeok (이상혁))
Blank (Kang Sun-gu (강선구)),Bang (Bae Jun-sik (배준식))
Blank (Kang Sun-gu (강선구)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Blank (Kang Sun-gu (강선구)),kkOma (Kim Jeong-gyun (김정균))
Faker (Lee Sang-hyeok (이상혁)),Bang (Bae Jun-sik (배준식))
Faker (Lee Sang-hyeok (이상혁)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Faker (Lee Sang-hyeok (이상혁)),kkOma (Kim Jeong-gyun (김정균))
Bang (Bae Jun-sik (배준식)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Bang (Bae Jun-sik (배준식)),kkOma (Kim Jeong-gyun (김정균))
Wolf (Lee Jae-wan) (Lee Jae-wan (이재완)),kkOma (Kim Jeong-gyun (김정균))
Thaldrin (Berke Demir),Stomaged (İlyas Furkan Güngör)
Thaldrin (Berke Demir),Naru (Koray Bıçak)
Thaldrin (Berke Demir),Achuu (Nicolaj Ellesgaard)
Thaldrin (Berke Demir),Dumbledoge (Mustafa Kemal Gökseloğlu)
Thaldrin (Berke Demir),hatchý (Adrian Widera)
fabFabulous (Asım Cihat Karakaya),Stomaged (İlyas Furkan Güngör)
fabFabulous (Asım Cihat Karakaya),Naru (Koray Bıçak)
fabFabulous (Asım Cihat Karakaya),Achuu (Nicolaj Ellesgaard)
fabFabulous (Asım Cihat Karakaya),Dumbledoge (Mustafa Kemal Gökseloğlu)
fabFabulous (Asım Cihat Karakaya),hatchý (Adrian Widera)
Stomaged (İlyas Furkan Güngör),Naru (Koray Bıçak)
Stomaged (İlyas Furkan Güngör),Achuu (Nicolaj Ellesgaard)
Stomaged (İlyas Furkan Güngör),Dumbledoge (Mustafa Kemal Gökseloğlu)
Stomaged (İlyas Furkan Güngör),hatchý (Adrian Widera)
Naru (Koray Bıçak),Achuu (Nicolaj Ellesgaard)
Naru (Koray Bıçak),Dumbledoge (Mustafa Kemal Gökseloğlu)
Naru (Koray Bıçak),hatchý (Adrian Widera)
Achuu (Nicolaj Ellesgaard),Dumbledoge (Mustafa Kemal Gökseloğlu)
Achuu (Nicolaj Ellesgaard),hatchý (Adrian Widera)
Dumbledoge (Mustafa Kemal Gökseloğlu),hatchý (Adrian Widera)
Chippys (Ryan Short),Shernfire (Shern Tai)
Chippys (Ryan Short),Phantiks (Richard Su)
Chippys (Ryan Short),k1ng (Calvin Truong)
Chippys (Ryan Short),Destiny (Mitchell Shaw) (Mitchell Shaw)
Chippys (Ryan Short),Sharp (Curtis Morgan) (Curtis Morgan)
Shernfire (Shern Tai),Phantiks (Richard Su)
Shernfire (Shern Tai),k1ng (Calvin Truong)
Shernfire (Shern Tai),Destiny (Mitchell Shaw) (Mitchell Shaw)
Shernfire (Shern Tai),Sharp (Curtis Morgan) (Curtis Morgan)
Phantiks (Richard Su),k1ng (Calvin Truong)
Phantiks (Richard Su),Destiny (Mitchell Shaw) (Mitchell Shaw)
Phantiks (Richard Su),Sharp (Curtis Morgan) (Curtis Morgan)
k1ng (Calvin Truong),Destiny (Mitchell Shaw) (Mitchell Shaw)
k1ng (Calvin Truong),Sharp (Curtis Morgan) (Curtis Morgan)
Destiny (Mitchell Shaw) (Mitchell Shaw),Sharp (Curtis Morgan) (Curtis Morgan)
MMD (Yu Li-Hung (游立宏)),Betty (Lu Yu-Hung (盧禹宏))
MMD (Yu Li-Hung (游立宏)),Steak (Chou Lu-Hsi (周律希))
Karsa (Hung Hau-Hsuan (洪浩軒)),Betty (Lu Yu-Hung (盧禹宏))
Karsa (Hung Hau-Hsuan (洪浩軒)),Steak (Chou Lu-Hsi (周律希))
Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠)),Betty (Lu Yu-Hung (盧禹宏))
Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠)),Steak (Chou Lu-Hsi (周律希))
Betty (Lu Yu-Hung (盧禹宏)),SwordArt (Hu Shuo-Chieh (胡碩傑))
Betty (Lu Yu-Hung (盧禹宏)),Steak (Chou Lu-Hsi (周律希))
SwordArt (Hu Shuo-Chieh (胡碩傑)),Steak (Chou Lu-Hsi (周律希))
Stark (Phan Công Minh) (Phan Công Minh),Levi (Đỗ Duy Khánh)
Stark (Phan Công Minh) (Phan Công Minh),Optimus (Trần Văn Cường)
Stark (Phan Công Minh) (Phan Công Minh),Slay (Nguyễn Ngọc Hùng)
Stark (Phan Công Minh) (Phan Công Minh),Archie (Trần Minh Nhựt) (Trần Minh Nhựt)
Stark (Phan Công Minh) (Phan Công Minh),Tinikun (Dương Nguyễn Duy Thanh)
Levi (Đỗ Duy Khánh),Optimus (Trần Văn Cường)
Levi (Đỗ Duy Khánh),Slay (Nguyễn Ngọc Hùng)
Levi (Đỗ Duy Khánh),Archie (Trần Minh Nhựt) (Trần Minh Nhựt)
Levi (Đỗ Duy Khánh),Tinikun (Dương Nguyễn Duy Thanh)
Optimus (Trần Văn Cường),Slay (Nguyễn Ngọc Hùng)
Optimus (Trần Văn Cường),Archie (Trần Minh Nhựt) (Trần Minh Nhựt)
Optimus (Trần Văn Cường),Tinikun (Dương Nguyễn Duy Thanh)
Slay (Nguyễn Ngọc Hùng),Archie (Trần Minh Nhựt) (Trần Minh Nhựt)
Slay (Nguyễn Ngọc Hùng),Tinikun (Dương Nguyễn Duy Thanh)
Archie (Trần Minh Nhựt) (Trần Minh Nhựt),Tinikun (Dương Nguyễn Duy Thanh)
Pride (Franco Sanzana) (Franco Sanzana),QQmore (Diego Apablaza)
Pride (Franco Sanzana) (Franco Sanzana),Emp (Benjamín Ramírez)
Pride (Franco Sanzana) (Franco Sanzana),Kindless (Benjamín Fuenzalida)
Pride (Franco Sanzana) (Franco Sanzana),Newbie (Leandro Marcos)
Pride (Franco Sanzana) (Franco Sanzana),Ukkyr (Markus Leuemberger)
QQmore (Diego Apablaza),Emp (Benjamín Ramírez)
QQmore (Diego Apablaza),Kindless (Benjamín Fuenzalida)
QQmore (Diego Apablaza),Newbie (Leandro Marcos)
QQmore (Diego Apablaza),Ukkyr (Markus Leuemberger)
Emp (Benjamín Ramírez),Kindless (Benjamín Fuenzalida)
Emp (Benjamín Ramírez),Newbie (Leandro Marcos)
Emp (Benjamín Ramírez),Ukkyr (Markus Leuemberger)
Kindless (Benjamín Fuenzalida),Newbie (Leandro Marcos)
Kindless (Benjamín Fuenzalida),Ukkyr (Markus Leuemberger)
Newbie (Leandro Marcos),Ukkyr (Markus Leuemberger)
Jirall (Daniel del Castillo),Oddie (Sebastián Niño)
Jirall (Daniel del Castillo),Seiya (Édgar Bracamontes)
Jirall (Daniel del Castillo),WhiteLotus (Matías Musso)
Jirall (Daniel del Castillo),Genthix (Mariano Polonsky)
Jirall (Daniel del Castillo),Yeti (Rodrigo del Castillo)
Oddie (Sebastián Niño),Seiya (Édgar Bracamontes)
Oddie (Sebastián Niño),WhiteLotus (Matías Musso)
Oddie (Sebastián Niño),Genthix (Mariano Polonsky)
Oddie (Sebastián Niño),Yeti (Rodrigo del Castillo)
Seiya (Édgar Bracamontes),WhiteLotus (Matías Musso)
Seiya (Édgar Bracamontes),Genthix (Mariano Polonsky)
Seiya (Édgar Bracamontes),Yeti (Rodrigo del Castillo)
WhiteLotus (Matías Musso),Genthix (Mariano Polonsky)
WhiteLotus (Matías Musso),Yeti (Rodrigo del Castillo)
Genthix (Mariano Polonsky),Yeti (Rodrigo del Castillo)
Evi (Shunsuke Murase (村瀬 俊介)),Tussle (Lee Moon-yong (이문용))
Evi (Shunsuke Murase (村瀬 俊介)),Ramune (Osamu Ozawa (小澤 統))
Evi (Shunsuke Murase (村瀬 俊介)),YutoriMoyashi (Yuta Noguchi (野口 悠太))
Evi (Shunsuke Murase (村瀬 俊介)),Dara (Jeon Jeong-hoon (전정훈))
Evi (Shunsuke Murase (村瀬 俊介)),34 (Kim Dong-hun (김동훈))
Tussle (Lee Moon-yong (이문용)),Ramune (Osamu Ozawa (小澤 統))
Tussle (Lee Moon-yong (이문용)),YutoriMoyashi (Yuta Noguchi (野口 悠太))
Tussle (Lee Moon-yong (이문용)),Dara (Jeon Jeong-hoon (전정훈))
Tussle (Lee Moon-yong (이문용)),34 (Kim Dong-hun (김동훈))
Ramune (Osamu Ozawa (小澤 統)),YutoriMoyashi (Yuta Noguchi (野口 悠太))
Ramune (Osamu Ozawa (小澤 統)),Dara (Jeon Jeong-hoon (전정훈))
Ramune (Osamu Ozawa (小澤 統)),34 (Kim Dong-hun (김동훈))
YutoriMoyashi (Yuta Noguchi (野口 悠太)),Dara (Jeon Jeong-hoon (전정훈))
YutoriMoyashi (Yuta Noguchi (野口 悠太)),34 (Kim Dong-hun (김동훈))
Dara (Jeon Jeong-hoon (전정훈)),34 (Kim Dong-hun (김동훈))
Robo (Leonardo Souza),Nappon (Carlos Rücker)
Robo (Leonardo Souza),tockers (Gabriel Claumann)
Robo (Leonardo Souza),YoDa (Felipe Noronha) (Felipe Noronha)
Robo (Leonardo Souza),brTT (Felipe Gonçalves)
Robo (Leonardo Souza),Dioud (Hugo Padioleau)
Robo (Leonardo Souza),Brokenshard (Ram Djemal)
Nappon (Carlos Rücker),tockers (Gabriel Claumann)
Nappon (Carlos Rücker),YoDa (Felipe Noronha) (Felipe Noronha)
Nappon (Carlos Rücker),brTT (Felipe Gonçalves)
Nappon (Carlos Rücker),Dioud (Hugo Padioleau)
Nappon (Carlos Rücker),Brokenshard (Ram Djemal)
tockers (Gabriel Claumann),brTT (Felipe Gonçalves)
tockers (Gabriel Claumann),Dioud (Hugo Padioleau)
tockers (Gabriel Claumann),Brokenshard (Ram Djemal)
YoDa (Felipe Noronha) (Felipe Noronha),brTT (Felipe Gonçalves)
YoDa (Felipe Noronha) (Felipe Noronha),Dioud (Hugo Padioleau)
YoDa (Felipe Noronha) (Felipe Noronha),Brokenshard (Ram Djemal)
brTT (Felipe Gonçalves),Dioud (Hugo Padioleau)
brTT (Felipe Gonçalves),Brokenshard (Ram Djemal)
Dioud (Hugo Padioleau),Brokenshard (Ram Djemal)
fabFabulous (Asım Cihat Karakaya),Zeitnot (Berkay Aşıkuzun)
fabFabulous (Asım Cihat Karakaya),Exorant (Daniel Hume)
Stomaged (İlyas Furkan Güngör),Zeitnot (Berkay Aşıkuzun)
Stomaged (İlyas Furkan Güngör),Exorant (Daniel Hume)
Naru (Koray Bıçak),Zeitnot (Berkay Aşıkuzun)
Naru (Koray Bıçak),Exorant (Daniel Hume)
Zeitnot (Berkay Aşıkuzun),Dumbledoge (Mustafa Kemal Gökseloğlu)
Zeitnot (Berkay Aşıkuzun),Exorant (Daniel Hume)
Dumbledoge (Mustafa Kemal Gökseloğlu),Exorant (Daniel Hume)
Hauntzer (Kevin Yarnell),Svenskeren (Dennis Johnsen)
Hauntzer (Kevin Yarnell),Bjergsen (Søren Bjerg)
Hauntzer (Kevin Yarnell),WildTurtle (Jason Tran)
Hauntzer (Kevin Yarnell),Biofrost (Vincent Wang)
Hauntzer (Kevin Yarnell),Parth (Parth Naidu)
Svenskeren (Dennis Johnsen),Bjergsen (Søren Bjerg)
Svenskeren (Dennis Johnsen),WildTurtle (Jason Tran)
Svenskeren (Dennis Johnsen),Biofrost (Vincent Wang)
Svenskeren (Dennis Johnsen),Parth (Parth Naidu)
Bjergsen (Søren Bjerg),WildTurtle (Jason Tran)
Bjergsen (Søren Bjerg),Biofrost (Vincent Wang)
Bjergsen (Søren Bjerg),Parth (Parth Naidu)
WildTurtle (Jason Tran),Biofrost (Vincent Wang)
WildTurtle (Jason Tran),Parth (Parth Naidu)
Biofrost (Vincent Wang),Parth (Parth Naidu)
Doxy (Rafael Adl Zarabi),Kreox (Ilya Grom)
Doxy (Rafael Adl Zarabi),Paranoia (Ivan Tipuhov)
Doxy (Rafael Adl Zarabi),Blasting (Daniel Kudrin)
Doxy (Rafael Adl Zarabi),SaNTaS (Aleksandr Lifashin)
Doxy (Rafael Adl Zarabi),Moo (Dmitry Sukhanov) (Dmitry Sukhanov)
Kreox (Ilya Grom),Paranoia (Ivan Tipuhov)
Kreox (Ilya Grom),Blasting (Daniel Kudrin)
Kreox (Ilya Grom),SaNTaS (Aleksandr Lifashin)
Kreox (Ilya Grom),Moo (Dmitry Sukhanov) (Dmitry Sukhanov)
Paranoia (Ivan Tipuhov),Blasting (Daniel Kudrin)
Paranoia (Ivan Tipuhov),SaNTaS (Aleksandr Lifashin)
Paranoia (Ivan Tipuhov),Moo (Dmitry Sukhanov) (Dmitry Sukhanov)
Blasting (Daniel Kudrin),SaNTaS (Aleksandr Lifashin)
Blasting (Daniel Kudrin),Moo (Dmitry Sukhanov) (Dmitry Sukhanov)
SaNTaS (Aleksandr Lifashin),Moo (Dmitry Sukhanov) (Dmitry Sukhanov)
Expect (Ki Dae-han (기대한)),Trick (Kim Gang-yun (김강윤))
Expect (Ki Dae-han (기대한)),Perkz (Luka Perković)
Expect (Ki Dae-han (기대한)),Zven (Jesper Svenningsen)
Expect (Ki Dae-han (기대한)),mithy (Alfonso Aguirre Rodríguez)
Expect (Ki Dae-han (기대한)),YoungBuck (Joey Steltenpool)
Trick (Kim Gang-yun (김강윤)),Zven (Jesper Svenningsen)
Trick (Kim Gang-yun (김강윤)),mithy (Alfonso Aguirre Rodríguez)
Perkz (Luka Perković),Zven (Jesper Svenningsen)
Perkz (Luka Perković),mithy (Alfonso Aguirre Rodríguez)
Zven (Jesper Svenningsen),mithy (Alfonso Aguirre Rodríguez)
Zven (Jesper Svenningsen),YoungBuck (Joey Steltenpool)
mithy (Alfonso Aguirre Rodríguez),YoungBuck (Joey Steltenpool)
Huni (Heo Seung-hoon (허승훈)),Peanut (Han Wang-ho (한왕호))
Huni (Heo Seung-hoon (허승훈)),Faker (Lee Sang-hyeok (이상혁))
Huni (Heo Seung-hoon (허승훈)),Bang (Bae Jun-sik (배준식))
Huni (Heo Seung-hoon (허승훈)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Huni (Heo Seung-hoon (허승훈)),kkOma (Kim Jeong-gyun (김정균))
Peanut (Han Wang-ho (한왕호)),Faker (Lee Sang-hyeok (이상혁))
Peanut (Han Wang-ho (한왕호)),Bang (Bae Jun-sik (배준식))
Peanut (Han Wang-ho (한왕호)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Peanut (Han Wang-ho (한왕호)),kkOma (Kim Jeong-gyun (김정균))
957 (Ke Chang-Yu (柯昌宇)),Condi (Xiang Ren-Jie (向人杰))
957 (Ke Chang-Yu (柯昌宇)),xiye (Su Han-Wei (苏汉伟))
957 (Ke Chang-Yu (柯昌宇)),Mystic (Jin Seong-jun (진성준))
957 (Ke Chang-Yu (柯昌宇)),Ben (Nam Dong-hyun (남동현))
957 (Ke Chang-Yu (柯昌宇)),Zero (Yoon Kyung-sup) (Yoon Kyung-sup (윤경섭))
957 (Ke Chang-Yu (柯昌宇)),Homme (Yoon Sung-young (윤성영))
Condi (Xiang Ren-Jie (向人杰)),xiye (Su Han-Wei (苏汉伟))
Condi (Xiang Ren-Jie (向人杰)),Mystic (Jin Seong-jun (진성준))
Condi (Xiang Ren-Jie (向人杰)),Ben (Nam Dong-hyun (남동현))
Condi (Xiang Ren-Jie (向人杰)),Zero (Yoon Kyung-sup) (Yoon Kyung-sup (윤경섭))
Condi (Xiang Ren-Jie (向人杰)),Homme (Yoon Sung-young (윤성영))
xiye (Su Han-Wei (苏汉伟)),Mystic (Jin Seong-jun (진성준))
xiye (Su Han-Wei (苏汉伟)),Ben (Nam Dong-hyun (남동현))
xiye (Su Han-Wei (苏汉伟)),Zero (Yoon Kyung-sup) (Yoon Kyung-sup (윤경섭))
xiye (Su Han-Wei (苏汉伟)),Homme (Yoon Sung-young (윤성영))
Mystic (Jin Seong-jun (진성준)),Ben (Nam Dong-hyun (남동현))
Mystic (Jin Seong-jun (진성준)),Zero (Yoon Kyung-sup) (Yoon Kyung-sup (윤경섭))
Mystic (Jin Seong-jun (진성준)),Homme (Yoon Sung-young (윤성영))
Ben (Nam Dong-hyun (남동현)),Homme (Yoon Sung-young (윤성영))
Zero (Yoon Kyung-sup) (Yoon Kyung-sup (윤경섭)),Homme (Yoon Sung-young (윤성영))
Rockky (Atit Phaomuang),Intreso (Sanpett Marat)
Rockky (Atit Phaomuang),G4 (Nuttapong Menkasikan)
Rockky (Atit Phaomuang),Lloyd (Juckkirsts Kongubon)
Rockky (Atit Phaomuang),Rich (Warich Kittiwattanawong) (Warich Kittiwattanawong)
Rockky (Atit Phaomuang),Cabbage (Akarawat Wangsawat)
Intreso (Sanpett Marat),G4 (Nuttapong Menkasikan)
Intreso (Sanpett Marat),Lloyd (Juckkirsts Kongubon)
Intreso (Sanpett Marat),Rich (Warich Kittiwattanawong) (Warich Kittiwattanawong)
Intreso (Sanpett Marat),Cabbage (Akarawat Wangsawat)
G4 (Nuttapong Menkasikan),Lloyd (Juckkirsts Kongubon)
G4 (Nuttapong Menkasikan),Rich (Warich Kittiwattanawong) (Warich Kittiwattanawong)
G4 (Nuttapong Menkasikan),Cabbage (Akarawat Wangsawat)
Lloyd (Juckkirsts Kongubon),Rich (Warich Kittiwattanawong) (Warich Kittiwattanawong)
Lloyd (Juckkirsts Kongubon),Cabbage (Akarawat Wangsawat)
Rich (Warich Kittiwattanawong) (Warich Kittiwattanawong),Cabbage (Akarawat Wangsawat)
Chippys (Ryan Short),Triple (Stephen Li)
Chippys (Ryan Short),Cupcake (Andy van der Vyver)
Shernfire (Shern Tai),Triple (Stephen Li)
Shernfire (Shern Tai),Cupcake (Andy van der Vyver)
Triple (Stephen Li),k1ng (Calvin Truong)
Triple (Stephen Li),Cupcake (Andy van der Vyver)
Triple (Stephen Li),Sharp (Curtis Morgan) (Curtis Morgan)
k1ng (Calvin Truong),Cupcake (Andy van der Vyver)
Cupcake (Andy van der Vyver),Sharp (Curtis Morgan) (Curtis Morgan)
Stark (Phan Công Minh) (Phan Công Minh),YiJin (Nguyễn Lê Hải Đăng)
Stark (Phan Công Minh) (Phan Công Minh),Warzone (Đoàn Văn Ngọc Sơn)
Stark (Phan Công Minh) (Phan Công Minh),RonOP (Lê Thiên Hàn)
Stark (Phan Công Minh) (Phan Công Minh),Violet (Ngô Mạnh Quyền) (Ngô Mạnh Quyền)
YiJin (Nguyễn Lê Hải Đăng),Warzone (Đoàn Văn Ngọc Sơn)
YiJin (Nguyễn Lê Hải Đăng),Slay (Nguyễn Ngọc Hùng)
YiJin (Nguyễn Lê Hải Đăng),RonOP (Lê Thiên Hàn)
YiJin (Nguyễn Lê Hải Đăng),Violet (Ngô Mạnh Quyền) (Ngô Mạnh Quyền)
Warzone (Đoàn Văn Ngọc Sơn),Slay (Nguyễn Ngọc Hùng)
Warzone (Đoàn Văn Ngọc Sơn),RonOP (Lê Thiên Hàn)
Warzone (Đoàn Văn Ngọc Sơn),Violet (Ngô Mạnh Quyền) (Ngô Mạnh Quyền)
Slay (Nguyễn Ngọc Hùng),RonOP (Lê Thiên Hàn)
Slay (Nguyễn Ngọc Hùng),Violet (Ngô Mạnh Quyền) (Ngô Mạnh Quyền)
RonOP (Lê Thiên Hàn),Violet (Ngô Mạnh Quyền) (Ngô Mạnh Quyền)
Hanabi (Su Chia-Hsiang) (Su Chia-Hsiang (蘇嘉祥)),Moojin (Kim Moo-jin (김무진))
Hanabi (Su Chia-Hsiang) (Su Chia-Hsiang (蘇嘉祥)),Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠))
Hanabi (Su Chia-Hsiang) (Su Chia-Hsiang (蘇嘉祥)),Betty (Lu Yu-Hung (盧禹宏))
Hanabi (Su Chia-Hsiang) (Su Chia-Hsiang (蘇嘉祥)),SwordArt (Hu Shuo-Chieh (胡碩傑))
Hanabi (Su Chia-Hsiang) (Su Chia-Hsiang (蘇嘉祥)),WarHorse (Chen Ju-Chih (陳如治))
Moojin (Kim Moo-jin (김무진)),Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠))
Moojin (Kim Moo-jin (김무진)),Betty (Lu Yu-Hung (盧禹宏))
Moojin (Kim Moo-jin (김무진)),SwordArt (Hu Shuo-Chieh (胡碩傑))
Moojin (Kim Moo-jin (김무진)),WarHorse (Chen Ju-Chih (陳如治))
Maple (Huang Yi-Tang) (Huang Yi-Tang (黃熠棠)),WarHorse (Chen Ju-Chih (陳如治))
Betty (Lu Yu-Hung (盧禹宏)),WarHorse (Chen Ju-Chih (陳如治))
